NAME,ADDRESS,CATEGORY,DESCRIPTION,COUNTY,LATITUDE,LONGITUDE,RATING
"The city of Sibiu with its medieval fortifications and its historic centre.","Sibiu, Romania","Attraction","N/A","Sibiu",45.79653,24.15249,0
"Medieval City of Sibiu","Piața Mare 12 550163 Sibiu","Sights & Museums","N/A","Sibiu",45.79653,24.15249,0
"Medieval","Strada Episcop Suciu Ioan 2 551033 Mediaș","Restaurant","N/A","Sibiu",46.16543,24.35439,0
"Centru Medical","Strada I. G. Duca Mediaș","Hospital or Healthcare Facility","N/A","Sibiu",46.16413,24.35601,0
"Centrul Medical de Elita","Strada Iacob Pisso 1 551126 Mediaș","Hospital or Healthcare Facility","N/A","Sibiu",46.15195,24.33395,0
"The medieval city of Mediaș.","Sibiu, Romania","Attraction","N/A","Sibiu",46.06951,24.29921,0
"The medieval Saxon fortified churches and villages from Transylvania, some of them being UNESCO World Heritage Sites:","Sibiu, Romania","Attraction","N/A","Sibiu",0,0,0
"Biertan","Sibiu","City, Town or Village","N/A","Sibiu",46.13658,24.52069,0
"Biertan Fortified Church","557045 Biertan","Religious Place","N/A","Sibiu",46.135467,24.520697,0
"Primăria Biertan","557045 Biertan","Government or Community Facility","N/A","Sibiu",46.13604,24.52049,0
"Poliția Biertan","557045 Biertan","Police Station","N/A","Sibiu",46.13602,24.52053,0
"Biserica Fortificata din Biertan","557045 Biertan","Sights & Museums","N/A","Sibiu",46.13574,24.52083,0
"Oficiu Poștal Biertan","Strada Aleaxandru Ioan Cuza 557045 Biertan","Post Office","N/A","Sibiu",46.13664,24.52102,0
"Centru de Recuperare Biertan","DJ141B 557045 Biertan","Hospital or Healthcare Facility","N/A","Sibiu",46.14229,24.52156,0
"Căminul Cultural Biertan","DJ141B 557045 Biertan","Government or Community Facility","N/A","Sibiu",46.13687,24.52087,0
"Grădiniţa cu Program Normal Biertan","DJ141B Biertan","Educational Facility","N/A","Sibiu",46.13841,24.52231,0
"Baza Sportiva Biertan","557045 Biertan","Sport Facility/Venue","N/A","Sibiu",46.143249,24.524755,0
"Biertan.","Sibiu, Romania","Attraction","N/A","Sibiu",46.1377306,24.5213752,0
"Valea Viilor","Sibiu","City, Town or Village","N/A","Sibiu",46.07778,24.28454,0
"Primăria Valea Viilor","DJ142G 557290 Valea Viilor","Government or Community Facility","N/A","Sibiu",46.08328,24.27636,0
"Valea Viilor Fortified Church","557290 Valea Viilor","Religious Place","N/A","Sibiu",46.08343,24.27706,0
"Poliția Valea Viilor","557290 Valea Viilor","Police Station","N/A","Sibiu",46.08349,24.27655,0
"Oficiu Poștal Valea Viilor","557290 Valea Viilor","Post Office","N/A","Sibiu",46.08499,24.2842,0
"Halta Valea Viilor","Arad","Railway Station","N/A","Sibiu",46.09649,21.30964,0
"Casa Valea Viilor","Strada Principala 557025 Axente Sever","Hotel","N/A","Sibiu",46.088805,24.211108,0
"Pensiunea Valea Viilor","DN16 407140 Cămărașu","Hotel","N/A","Sibiu",46.795544,24.138328,0
"Strada Viilor","077135 Mogoșoaia","Street or Square","N/A","Sibiu",44.53288,25.99209,0
"Strada Viilor","450090 Zalau","Street or Square","N/A","Sibiu",47.20023,23.01411,0
"Strada Viilor","077186 Vidra","Street or Square","N/A","Sibiu",44.28766,26.13842,0
"Aleea Valea Viilor","062018 Bucharest","Street or Square","N/A","Sibiu",44.42377,26.02318,0
"Pensiunea Valea Viilor","Strada Principală 407279 Fizeșu Gherlii","Hostel","N/A","Sibiu",46.96938,23.90718,0
"tailor near Valea Doftanei, Romania","N/A","undefined","N/A","Sibiu",45.32843,25.72384,0
"tailor near Valea Crișului, Romania","N/A","undefined","N/A","Sibiu",45.91689,25.77739,0
"tailor near Valea Lungă, Romania","N/A","undefined","N/A","Sibiu",46.12189,24.03229,0
"tailor near Valea Călugărească, Romania","N/A","undefined","N/A","Sibiu",44.96057,26.16707,0
"tailor near Valea Largă, Romania","N/A","undefined","N/A","Sibiu",46.61995,24.0705,0
"tailor near Valea Lungă, Romania","N/A","undefined","N/A","Sibiu",45.05865,25.59298,0
"Valea Viilor.","Sibiu, Romania","Attraction","N/A","Sibiu",45.83232152631579,24.60509663157895,0
"Cisnădie","Sibiu","City, Town or Village","N/A","Sibiu",45.71382,24.15129,0
"Primăria Cisnădie","Strada Lungă 555300 Cisnădie","Government or Community Facility","N/A","Sibiu",45.71387,24.15093,0
"Ram. Cisnădie","Centura Sibiu 557260 Șelimbăr","Railway Station","N/A","Sibiu",45.754869,24.205309,0
"Cetatea Cisnădie","Strada Cetății 555300 Cisnădie","Sights & Museums","N/A","Sibiu",45.71278,24.1508,0
"Poliția Cisnădie","Strada Patrioților 555300 Cisnădie","Police Station","N/A","Sibiu",45.71333,24.15195,0
"Cisnadie Fortified Church","Strada Măgurii 555300 Cisnădie","Religious Place","N/A","Sibiu",45.70988,24.14238,0
"Cimitirul Cisnădie","Strada Stadionului 555300 Cisnădie","Facility","N/A","Sibiu",45.70898,24.15355,0
"Poliția Cisnădie","Strada Măgurii 555300 Cisnădie","Police Station","N/A","Sibiu",45.71061,24.14432,0
"Oficiu Poștal Cisnădie","Strada Cindrelului 555300 Cisnădie","Post Office","N/A","Sibiu",45.71706,24.15577,0
"Centrul Cisnădie","Strada Măgurii 555300 Cisnădie","Parking Facility","N/A","Sibiu",45.7133,24.15085,0
"Penny Cisnădie","Strada Cindrelului 555300 Cisnădie","Shop","N/A","Sibiu",45.71738,24.155922,0
"Cisnadie Textile Museum","Strada Apărării 2 555300 Cisnădie","Museum","N/A","Sibiu",45.71351,24.15171,0
"Spitalul Orășenesc Cisnădie","Strada Băilor 555300 Cisnădie","Hospital","N/A","Sibiu",45.70878,24.14503,0
"Calea Cisnădiei","Sibiu","Street or Square","N/A","Sibiu",45.7758,24.1483,0
"Strada Cisnădiei","555301 Cisnădie","Street or Square","N/A","Sibiu",45.70521,24.11612,0
"Policlinica Cisnădie","Strada Cindrelului 555300 Cisnădie","Hospital or Healthcare Facility","N/A","Sibiu",45.71589,24.15433,0
"Casa de Cultură Cisnădie","Strada Sibiului 555300 Cisnădie","Government or Community Facility","N/A","Sibiu",45.71803,24.15586,0
"Strada Cisnădie","540211 Targu Mures","Street or Square","N/A","Sibiu",46.52373,24.53606,0
"Cisnădie.","Sibiu, Romania","Attraction","N/A","Sibiu",45.76371272222222,24.17336005555556,0
"Cisnădioara","Cisnădie","Administrative Region","N/A","Sibiu",45.70523,24.11228,0
"Apfelhaus Cisnădioara","Strada Pădurii 555301 Cisnădie","Accommodation","N/A","Sibiu",45.71094,24.1089,0
"Oficiu Poștal Cisnădioara","Strada Valea Argintului 555301 Cisnădie","Post Office","N/A","Sibiu",45.70328,24.10779,0
"Biserica Creștină După Evanghelie Cisnădioara","Strada Cistercienilor 555301 Cisnădie","Religious Place","N/A","Sibiu",45.7032,24.10957,0
"Pensiunea Cuib Cisnadioara","555301 Cisnădie","Hotel","N/A","Sibiu",45.70101,24.09537,0
"Sunshine.Cisnadioara","Strada Konrad 555301 Cisnădie","Sport Facility/Venue","N/A","Sibiu",45.70713,24.12088,0
"Secret Transylvania Guest House","Strada Bisericilor 555301 Cisnădie","Accommodation","N/A","Sibiu",45.70461,24.11053,0
"Apfelhaus Cisnadioara","Strada Mărului 555301 Cisnădie","Restaurant","N/A","Sibiu",45.71054,24.10787,0
"Centrul Cisnaădioara","Strada Piața Gozelinus 555301 Cisnădie","Parking Facility","N/A","Sibiu",45.70484,24.11208,0
"Cisnădioara.","Sibiu, Romania","Attraction","N/A","Sibiu",45.705642222222224,24.109474444444444,0
"Slimnic","Sibiu","City, Town or Village","N/A","Sibiu",45.91935,24.15528,0
"Slimnic","Tâmboești","Administrative Region","N/A","Sibiu",45.51204,27.05494,0
"Spitalul Militar Sibiu","Bulevardul Victoriei 46 550024 Sibiu","Hospital","N/A","Sibiu",45.78492,24.13944,0
"Spitalul Orășenesc Victoria","Strada Policlinicii 505700 Victoria","Hospital","N/A","Sibiu",45.72601,24.70518,0
"Spitalul Municipal Mediaș","Strada Cloșca 551030 Mediaș","Hospital","N/A","Sibiu",46.16394,24.35636,0
"Spitalul Sfântul Constantin","Strada Iuliu Maniu 49 Brașov","Hospital","N/A","Sibiu",45.65083,25.60686,0
"Spitalul Municipal Făgăraș","Strada Ghioceilor 505200 Făgăraș","Hospital","N/A","Sibiu",45.84065,24.9577,0
"Spitalul Județean","Strada Stadionului Sfântu Gheorghe","Hospital","N/A","Sibiu",45.86461,25.77878,0
"Spitalul Municipal Câmpulung Muscel","Strada Costea 115100 Câmpulung","Hospital","N/A","Sibiu",45.26637,25.03777,0
"Spitalul de Pneumoftiziologie","Aleea Filozofilor 550196 Sibiu","Hospital","N/A","Sibiu",45.79478,24.14256,0
"Spitalul Județean de Urgență Vâlcea","Calea Lui Traian Râmnicu Vâlcea","Hospital","N/A","Sibiu",45.11881,24.36343,0
"Spitalul Municipal Sighișoara","Strada Zaharia Boiu 545400 Sighișoara","Hospital","N/A","Sibiu",46.2208,24.78403,0
"Spitalul de Urgență Petroșani","Strada 1 Decembrie 1918 Petroșani","Hospital","N/A","Sibiu",45.40799,23.37566,0
"Spitalul Orășenesc Cisnădie","Strada Băilor 555300 Cisnădie","Hospital","N/A","Sibiu",45.70878,24.14503,0
"Spitalul de Urgentă Profesor Doctor Dimitrie Gerota","Strada Panduri 105500 Bușteni","Hospital","N/A","Sibiu",45.4015,25.54033,0
"Spitalul de Psihiatrie și Neurologie Brașov","Strada Prundului 500123 Brașov","Hospital","N/A","Sibiu",45.63825,25.58511,0
"Spitalul Județean de Urgență Pitești","Strada Negru Vodă Pitești","Hospital","N/A","Sibiu",44.86644,24.85997,0
"Slimnic.","Sibiu, Romania","Attraction","N/A","Sibiu",45.64035705882353,24.858142941176464,0
"Agnita","Sibiu","City, Town or Village","N/A","Sibiu",45.97583,24.62725,0
"Primăria Agnita","DJ106 555100 Agnita","Government or Community Facility","N/A","Sibiu",45.9755,24.62121,0
"Wish Agnita","Strada Mihai Viteazul 6 555100 Agnita","Going Out","N/A","Sibiu",45.97557,24.62129,0
"Poliția Agnita","Strada Mihai Viteazul 555100 Agnita","Police Station","N/A","Sibiu",45.97542,24.6232,0
"Oficiu Poștal Agnita","Strada Mihai Viteazul 555100 Agnita","Post Office","N/A","Sibiu",45.9754,24.62369,0
"Baum Agnita","Strada Piața Republicii 17 555100 Agnita","Bar/Pub","N/A","Sibiu",45.97524,24.62179,0
"Outlet Store Agnita","Strada Bisericii 555100 Agnita","Shop","N/A","Sibiu",45.97338,24.62843,0
"Agnita","Strada Constantin Brâncoveanu Giurgiu","Kiosk/24-7/Convenience Store","N/A","Sibiu",43.907855,25.975722,0
"Ladoipasi 1 Decembrie Agnita","Strada 1 Decembrie 22 Agnita","Food & Drink","N/A","Sibiu",45.97529,24.62423,0
"Agnita Materiale de Construcții","Strada Înfrățirii 315100 Chișineu-Criș","DIY/garden centre","N/A","Sibiu",46.52857,21.522,0
"Strada Agnita","060573 Bucharest","Street or Square","N/A","Sibiu",44.46511,26.03263,0
"Make-Up Artist Anita","Strada Ștefan cel Mare 505600 Săcele","Service","N/A","Sibiu",45.620691,25.696454,0
"Pensiunea Anita","Strada Magnoliei 7 335500 Hațeg","Accommodation","N/A","Sibiu",45.60494,22.9393,0
"Floraria Anita","Strada Republicii 13 605200 Comănești","Going Out","N/A","Sibiu",46.421597,26.437914,0
"Agnita.","Sibiu, Romania","Attraction","N/A","Sibiu",45.73931378571428,24.685364999999997,0
"Cârța","Sibiu","City, Town or Village","N/A","Sibiu",45.78471,24.56898,0
"Cârța","Harghita","City, Town or Village","N/A","Sibiu",46.53387,25.75991,0
"The abbey of Cârța","Sibiu, Romania","Attraction","N/A","Sibiu",46.15929,25.164445,0
"The Făgăraș Mountains.","Sibiu, Romania","Attraction","N/A","Sibiu",0,0,0
"Vila Balea - Transfagarasan","Transfăgărășan 117040 Arefu","Tourist Information","N/A","Sibiu",45.564495,24.609983,0
"Pensiunea Balea","Transfăgărășan 557075 Cârțișoara","Accommodation","N/A","Sibiu",45.680347,24.576855,0
"Vila Balea","Transfăgărășan 117040 Arefu","Hotel","N/A","Sibiu",45.447751,24.62345,0
"Complex Balea Transfagarasan","Transfăgărășan 557075 Cârțișoara","Hotel","N/A","Sibiu",45.72918,24.573894,0
"Baleabus - Transfers To Transfagarasan and Balea Lake","Piața Mare 12 550163 Sibiu","Tourist Information","N/A","Sibiu",45.79653,24.15249,0
"The Bâlea Valley and the Transfăgărășan.","Sibiu, Romania","Attraction","N/A","Sibiu",45.64366059999999,24.507334399999998,0
"The Negoiu Peak.","Sibiu, Romania","Attraction","N/A","Sibiu",0,0,0
"Păltiniș mountain resort and the Cindrel Mountains.","Sibiu, Romania","Attraction","N/A","Sibiu",0,0,0
"Ocna Sibiului, Bazna and Miercurea Sibiului Spa towns.","Sibiu, Romania","Attraction","N/A","Sibiu",0,0,0
"The Mărginimea Sibiului rural area.","Sibiu, Romania","Attraction","N/A","Sibiu",0,0,0
"The city of Suceava with its medieval fortifications;","Suceava, Romania","Attraction","N/A","Suceava",0,0,0
"The Painted churches of northern Moldavia and their monasteries:","Suceava, Romania","Attraction","N/A","Suceava",0,0,0
"The Voroneț Monastery;","Suceava, Romania","Attraction","N/A","Suceava",0,0,0
"Putna Monastery","Strada Principală 727455 Putna","Religious Place","N/A","Suceava",47.86606,25.59665,0
"The Putna Monastery;","Suceava, Romania","Attraction","N/A","Suceava",47.86606,25.59665,0
"The Moldovița Monastery;","Suceava, Romania","Attraction","N/A","Suceava",0,0,0
"Sucevita Monastery","Calea Bucovinei 725100 Câmpulung Moldovenesc","Religious Place","N/A","Suceava",47.52208,25.58354,0
"Sucevița Monastery","DN17A 727510 Sucevița","Religious Place","N/A","Suceava",47.77838,25.70975,0
"The Sucevita Monastery;","Suceava, Romania","Attraction","N/A","Suceava",47.65023,25.646645,0
"The Bogdana Monastery from Rădăuți;","Suceava, Romania","Attraction","N/A","Suceava",0,0,0
"The Humor Monastery;","Suceava, Romania","Attraction","N/A","Suceava",0,0,0
"Arbore Monastery","DN2K 727015 Arbore","Religious Place","N/A","Suceava",47.729325,25.917061,0
"The Arbore Monastery;","Suceava, Romania","Attraction","N/A","Suceava",47.729325,25.917061,0
"The Probota Monastery;","Suceava, Romania","Attraction","N/A","Suceava",0,0,0
"Dragomirna Monastery","727366 Mitocu Dragomirnei","Religious Place","N/A","Suceava",47.75795,26.229885,0
"The Dragomirna Monastery;","Suceava, Romania","Attraction","N/A","Suceava",47.75795,26.229885,0
"The medieval salt mine of Cacica;","Suceava, Romania","Attraction","N/A","Suceava",0,0,0
"Vatra Dornei","Suceava","City, Town or Village","N/A","Suceava",47.34705,25.3593,0
"Primaria Vatra Dornei","Strada Mihai Eminescu 725700 Vatra Dornei","Government or Community Facility","N/A","Suceava",47.34739,25.35584,0
"Gara Vatra Dornei","Strada Dornelor 725700 Vatra Dornei","Railway Station","N/A","Suceava",47.34636,25.35673,0
"Gara Vatra Dornei","DN17 725700 Vatra Dornei","Railway Station","N/A","Suceava",47.35262,25.35822,0
"Autogara Vatra Dornei","Strada Oborului 725700 Vatra Dornei","Public Transport","N/A","Suceava",47.34568,25.36055,0
"Strada Vatra Dornei","Bucharest","Street or Square","N/A","Suceava",44.38499,26.11382,0
"Judecatoria Vatra Dornei","Strada Mihai Eminescu 725700 Vatra Dornei","Government or Community Facility","N/A","Suceava",47.34745,25.35681,0
"Politia Vatra Dornei","Strada Unirii 725700 Vatra Dornei","Police Station","N/A","Suceava",47.3434,25.35898,0
"Strada Vatra Dornei","077145 Pantelimon","Street or Square","N/A","Suceava",44.44176,26.21988,0
"Casa di David","Strada Gării 725700 Vatra Dornei","Accommodation","N/A","Suceava",47.34679,25.35665,0
"Strada Vatra Dornei","077090 Domnești","Street or Square","N/A","Suceava",44.39628,25.93394,0
"Bucura","Strada Păcii 725700 Vatra Dornei","Sport Facility/Venue","N/A","Suceava",47.34261,25.35359,0
"Autoturist Vatra Dornei","Calea Transilvaniei 725700 Vatra Dornei","Restaurant","N/A","Suceava",47.347292,25.324664,0
"Iubesc Vatra Dornei","Strada Mihai Eminescu 725700 Vatra Dornei","Landmark/Attraction","N/A","Suceava",47.34727,25.35478,0
"Casa Alexiana Vatra Dornei","Strada Molidului 28 725700 Vatra Dornei","Hotel","N/A","Suceava",47.34411,25.33649,0
"Black Hill - Vatra Dornei","Strada Negrești 725700 Vatra Dornei","Restaurant","N/A","Suceava",47.33859,25.34446,0
"The Vatra Dornei resort;","Suceava, Romania","Attraction","N/A","Suceava",46.794977624999994,25.490294000000002,0
"The cities and towns of Rădăuți, Fălticeni, Câmpulung Moldovenesc, Gura Humorului, and Siret.","Suceava, Romania","Attraction","N/A","Suceava",0,0,0
"The city of Alexandria.","Teleorman, Romania","Attraction","N/A","Teleorman",0,0,0
"Fishing on the Danube and other lakes or ponds.","Teleorman, Romania","Attraction","N/A","Teleorman",0,0,0
"Timisoara (Timișoara)","Timiș","City, Town or Village","N/A","Timiș",45.75343,21.22333,0
"Timișoara Nord","Bulevardul Republicii Timișoara","Railway Station","N/A","Timiș",45.75045,21.20775,0
"Timisoara International Airport","Strada Aeroport 307200 Ghiroda","Airport","N/A","Timiș",45.80886,21.32007,0
"Iulius Mall","Strada Aristide Demetriade Timișoara","Shopping Centre","N/A","Timiș",45.76592,21.23044,0
"Bulevardul Timișoara","060941 Bucharest","Street or Square","N/A","Timiș",44.42715,26.03153,0
"Timișoara","Strada Proclam. de La Timișoara 5 300054 Timișoara","Tourist Information","N/A","Timiș",45.75593,21.23119,0
"Timișoara Est","Strada Mihail Kogălniceanu Timișoara","Railway Station","N/A","Timiș",45.76652,21.24445,0
"Primăria Municipiului Timișoara","Bulevardul Constantin D. Loga 1 Timișoara","Government or Community Facility","N/A","Timiș",45.75113,21.22656,0
"Strada Timișoara","550130 Sibiu","Street or Square","N/A","Timiș",45.80192,24.13889,0
"Gara de Sud Timișoara","Strada Ceferiștilor 300517 Timișoara","Railway Station","N/A","Timiș",45.7162,21.20316,0
"North Star Continental Resort","Bulevardul Revoluției din 1989 3 Timișoara","Casino","N/A","Timiș",45.755175,21.232547,0
"Timișoara","Timiș, Romania","Attraction","N/A","Timiș",45.64115318181818,21.935447000000003,0
"Lugoj","Timiș","City, Town or Village","N/A","Timiș",45.68493,21.90599,0
"Primaria Lugoj","DN6 4 Lugoj","Government or Community Facility","N/A","Timiș",45.68633,21.90625,0
"Lugoj","Strada Ceferiștilor 305500 Lugoj","Railway Station","N/A","Timiș",45.680113,21.897225,0
"Strada Centura Lugojului","305500 Lugoj","Street or Square","N/A","Timiș",45.71095,21.91199,0
"Lugojel","Gavojdia","Administrative Region","N/A","Timiș",45.6651,21.95537,0
"Lugoj Taxi","Strada Cornet 22 305500 Lugoj","Tourist Information","N/A","Timiș",45.69752,21.89976,0
"Lugoj Tuning","Strada Memorandului 2 305500 Lugoj","Business/Industry","N/A","Timiș",45.68051,21.9052,0
"Strada Lugoj","012212 Bucharest","Street or Square","N/A","Timiș",44.45478,26.06762,0
"Poliția Lugoj","Piața Iosif Constantin Drăgan 1 Lugoj","Police Station","N/A","Timiș",45.68511,21.90486,0
"Fit Lugoj","Strada Bucegi 2 305500 Lugoj","Sport Facility/Venue","N/A","Timiș",45.68303,21.90161,0
"Termopane Lugoj","Strada Cetatea Veche Lugoj","Department Store","N/A","Timiș",45.68876,21.90308,0
"Powergym Lugoj","Strada Nicolae Bălcescu 1 305500 Lugoj","Sport Facility/Venue","N/A","Timiș",45.68314,21.90334,0
"Merceria Lugoj","Strada Unirii 305500 Lugoj","Shop","N/A","Timiș",45.68426,21.90469,0
"Lugoj","Timiș, Romania","Attraction","N/A","Timiș",45.59111792307693,22.228229615384617,0
"Buziaș Resort.","Timiș, Romania","Attraction","N/A","Timiș",0,0,0
"Castles at Banloc and Carani.","Timiș, Romania","Attraction","N/A","Timiș",0,0,0
"The area around Făget.","Timiș, Romania","Attraction","N/A","Timiș",0,0,0
"Danube Delta","827040 Ceatalchioi","Theme Park","N/A","Tulcea",45.244192,28.868332,0
"Danube Delta Biosphere Reserve","827171 Nufăru","Recreation","N/A","Tulcea",45.15536,28.91995,0
"The Danube Delta Museum","Strada 14 Noiembrie 1 820009 Tulcea","Museum","N/A","Tulcea",45.181003,28.806157,0
"Danube Delta Hostel","Strada Gării 820164 Tulcea","Hostel","N/A","Tulcea",45.179093,28.800395,0
"Danube Delta Resort","DC7 827060 Crișan","Hotel","N/A","Tulcea",45.17442,29.38086,0
"Viziteaza Delta Dunarii - Visit Danube Delta","Calea Plevnei 145 060012 București","Landmark/Attraction","N/A","Tulcea",44.445065,26.066543,0
"Select Tours Danube Delta","Strada Gării 820164 Tulcea","Travel Agency","N/A","Tulcea",45.179959,28.800895,0
"Discover Danube Delta","Aleea Trifoiului 820100 Tulcea","Tourist Information","N/A","Tulcea",45.1667,28.79993,0
"Serenity Danube Delta","Strada I 827195 Sfântu Gheorghe","Bar/Pub","N/A","Tulcea",44.896262,29.592481,0
"Limanul Resort - Danube Delta","827050 Chilia Veche","Hotel","N/A","Tulcea",45.416886,29.28272,0
"Casa Biota Boutique","Strada Eternității 827152 Murighiol","Accommodation","N/A","Tulcea",44.99064,29.21689,0
"The Danube Delta","Tulcea, Romania","Attraction","N/A","Tulcea",45.09359818181818,28.77592299999999,0
"The town of Sulina—the last town on the Danube.","Tulcea, Romania","Attraction","N/A","Tulcea",0,0,0
"The areas around Sfântu Gheorghe, Mahmudia, Crișan, Caraorman, Chilia Veche.","Tulcea, Romania","Attraction","N/A","Tulcea",0,0,0
"The city of Tulcea.","Tulcea, Romania","Attraction","N/A","Tulcea",0,0,0
"The Roman fort of Halmyris.","Tulcea, Romania","Attraction","N/A","Tulcea",0,0,0
"Politic's","Strada Timișorii 305500 Lugoj","Coffee/Tea","N/A","Vaslui",45.69187,21.90228,0
"Politics","Vaslui, Romania","Attraction","N/A","Vaslui",45.69187,21.90228,0
"Edit","Bulevardul 1 Decembrie 1918 Deva","Clothing & Accessories","N/A","Vaslui",45.88001,22.90211,0
"Edit","Strada Sălciilor Iași","Shop","N/A","Vaslui",47.14474,27.5755,0
"Edit Denisa","Bulevardul Trandafirilor 135400 Pucioasa","Shop","N/A","Vaslui",45.05829,25.43864,0
"Edit Uzlet","Strada Pictor Zsogodi Nagy Imre 530122 Miercurea Ciuc","Kiosk/24-7/Convenience Store","N/A","Vaslui",46.33981,25.80698,0
"Alexim Edit","Strada Secerii 540498 Târgu Mureș","Shop","N/A","Vaslui",46.5365,24.57178,0
"Edit Vendeghaz es Csur-Szallo","Strada Ferenc Rakoczi 535600 Odorheiu Secuiesc","Hotel","N/A","Vaslui",46.29692,25.28882,0
"Edit Fashion","Șoseaua Cotroceni 12 060941 București","Clothing & Accessories","N/A","Vaslui",44.437655,26.068442,0
"Edit Graph","Strada Filantropiei 120212 Buzău","Shop","N/A","Vaslui",45.14386,26.82637,0
"Salon Edit","Calea Clujului 410053 Oradea","Shop","N/A","Vaslui",47.05086,21.94935,0
"[edit]","Vaslui, Romania","Attraction","N/A","Vaslui",45.98762722222222,25.158665777777777,0
"The Olt River Valley:","Vâlcea, Romania","Attraction","N/A","Vâlcea",0,0,0
"Calimanesti Caciulata","Calea Lui Traian 245600 Călimănești","Hotel","N/A","Vâlcea",45.24482,24.3394,0
"Vila Sebastian Calimanesti","245601 Călimănești","Accommodation","N/A","Vâlcea",45.26872,24.31774,0
"Hotel Oltul Calimanesti Caciulata","Calea Lui Traian 245600 Călimănești","Hotel","N/A","Vâlcea",45.24063,24.34106,0
"Pensiunea Alis","Calea Lui Traian 245601 Călimănești","Accommodation","N/A","Vâlcea",45.25919,24.32464,0
"Casa Bianca","Strada Păcii 27A 245603 Călimănești","Hotel","N/A","Vâlcea",45.24719,24.34822,0
"Viziteaza Calimanesti Caciulata","Calea Lui Traian 245600 Călimănești","Tourist Information","N/A","Vâlcea",45.240268,24.341366,0
"Hotel Casa Romaneasca","Calea Lui Traian 245601 Călimănești","Hotel","N/A","Vâlcea",45.27342,24.31272,0
"Pensiunea Alfrid","Calea Lui Traian 245601 Călimănești","Accommodation","N/A","Vâlcea",45.25853,24.32812,0
"Coresi Shopping Resort","Strada Zaharia Stancu 1 Brașov","Shopping Centre","N/A","Vâlcea",45.67195,25.61633,0
"Mistral Resort Moieciu","Strada Valea Băngăleasa 507134 Moieciu","Accommodation","N/A","Vâlcea",45.42302,25.36299,0
"Cheile Gradistei Fundata","Fundata","Hotel","N/A","Vâlcea",45.4515,25.2997,0
"Cheile Gradistei","507131 Moieciu","Hotel","N/A","Vâlcea",45.46372,25.30413,0
"The Călimănești-Căciulata resorts","Vâlcea, Romania","Attraction","N/A","Vâlcea",45.33691316666667,24.686368,0
"The Cozia Monastery.","Vâlcea, Romania","Attraction","N/A","Vâlcea",0,0,0
"The Turnu Monastery.","Vâlcea, Romania","Attraction","N/A","Vâlcea",0,0,0
"The Cozia Mountains.","Vâlcea, Romania","Attraction","N/A","Vâlcea",0,0,0
"Various small churches and fortifications.","Vâlcea, Romania","Attraction","N/A","Vâlcea",0,0,0
"Lotru","245508 Brezoi","Railway Station","N/A","Vâlcea",45.34667,24.27538,0
"Lotru","DN7 245500 Brezoi","Parking Facility","N/A","Vâlcea",45.33177,24.27607,0
"Lotru","DN7 245500 Brezoi","Motel","N/A","Vâlcea",45.33177,24.27607,0
"Hotel Lotru","Strada Mihai Eminescu 1 247750 Voineasa","Hotel","N/A","Vâlcea",45.41681,23.96462,0
"The Lotru River valley:","Vâlcea, Romania","Attraction","N/A","Vâlcea",45.356755,24.198035,0
"Brezoi","Vâlcea","City, Town or Village","N/A","Vâlcea",45.34379,24.24323,0
"Brezoi Park","Strada Lotrului 2 245500 Brezoi","Theme Park","N/A","Vâlcea",45.344,24.24434,0
"Primăria Brezoi","Strada Lotrului 245500 Brezoi","Government or Community Facility","N/A","Vâlcea",45.34384,24.24419,0
"Judecătoria Brezoi","Strada Eroilor 245500 Brezoi","Government or Community Facility","N/A","Vâlcea",45.34372,24.24387,0
"Spitalul Brezoi-Urgență","Strada Eroilor 245500 Brezoi","Hospital or Healthcare Facility","N/A","Vâlcea",45.34225,24.24619,0
"Poliția Brezoi","Strada Vultureasa 245500 Brezoi","Police Station","N/A","Vâlcea",45.34445,24.23177,0
"Parchetul de Pe Lângă Tribunalul Brezoi","Strada Lotrului 245500 Brezoi","Government or Community Facility","N/A","Vâlcea",45.34393,24.24408,0
"The town of Brezoi.","Vâlcea, Romania","Attraction","N/A","Vâlcea",45.34371142857143,24.24252428571429,0
"The Lotru Mountains.","Vâlcea, Romania","Attraction","N/A","Vâlcea",0,0,0
"Ski Vidra Transalpina","DJ701D 247750 Voineasa","Leisure & Outdoor","N/A","Vâlcea",45.42245,23.69544,0
"The Voineasa Resort","Vâlcea, Romania","Attraction","N/A","Vâlcea",45.42245,23.69544,0
"The Vidra Resort","Vâlcea, Romania","Attraction","N/A","Vâlcea",0,0,0
"Obârșia Lotrului","DN7A 247750 Voineasa","Sights & Museums","N/A","Vâlcea",45.43578,23.63262,0
"Cabana Obârșia Lotrului","DN7A 247750 Voineasa","Accommodation","N/A","Vâlcea",45.43528,23.631,0
"Mânăstirea Obărșia Lotrului","DN67C Voineasa","Religious Place","N/A","Vâlcea",45.42974,23.62223,0
"Hanul Haiducilor","247750 Voineasa","Accommodation","N/A","Vâlcea",45.4355,23.63572,0
"The Obârșia Lotrului Resort.","Vâlcea, Romania","Attraction","N/A","Vâlcea",45.434075,23.6303925,0
"Gara Râmnicu Vâlcea","Strada Regina Maria Râmnicu Vâlcea","Railway Station","N/A","Vâlcea",45.10326,24.37206,0
